Numéro du support;Longitude;Latitude;Position;Insee;Lieu dit;Adresse;Code postal;Commune;Nature du support;Hauteur en m;Propriétaire
4578;1.6369444444444445;43.23444444444444;"43°14'4.000""N 1°38'13.000""E";09185;ECH DE MAZÈRES-SAV;ECH DE MAZERES SAVERDUN;09270;MAZERES;Pylône autostable;40.0;TDF
4580;1.615;43.1525;"43°9'9.000""N 1°36'54.000""E";09225;PÉAGE;PEAGE;09100;PAMIERS;Pylône autostable;40.0;TDF
4844;2.2736111111111112;43.358333333333334;"43°21'30.000""N 2°16'25.000""E";11115;CAZELLES;RD.118;11390;CUXAC CABARDES;Pylône autostable;25.0;TOTEM
4874;1.9033333333333333;43.193333333333335;"43°11'36.000""N 1°54'12.000""E";11159;"";ROUTE DE CASTELNAUDARY;11270;GAJA LA SELVE;Pylône autostable;12.0;TOTEM
4882;2.216666666666667;43.045833333333334;"43°2'45.000""N 2°13'0.000""E";11206;LES ENCANTADOS;"";11300;LIMOUX;Pylône autostable;10.0;ORANGE Services Fixes
5090;2.8902777777777775;43.954166666666666;"43°57'15.000""N 2°53'25.000""E";12208;"";BD DE LA CAPELLE CENTRAL TÉLÉPHONIQUE;12400;SAINT AFFRIQUE;Pylône autostable;16.0;TOTEM
5096;3.1372222222222224;44.20333333333333;"44°12'12.000""N 3°8'14.000""E";12200;PUECH DE FONTANEILLES;"";12640;RIVIERE SUR TARN;Pylône autostable;25.0;TOTEM
5102;3.3019444444444446;44.02333333333333;"44°1'24.000""N 3°18'7.000""E";12168;"";ALLÉE CHAUDE ROUTE NEUVE AUTOCOMMUTATEUR;12230;NANT;Pylône autostable;12.0;TOTEM
5124;2.6638888888888888;44.165;"44°9'54.000""N 2°39'50.000""E";12006;LE FALGAS;"";12430;ALRANCE;Pylône autostable;12.0;TOTEM
5126;2.7061111111111114;44.0875;"44°5'15.000""N 2°42'22.000""E";12299;CAMP DEL SOL;RUE DES HAUTES CIMES;12430;VILLEFRANCHE DE PANAT;Pylône tubulaire;15.0;TOTEM
5142;2.899166666666667;43.954166666666666;"43°57'15.000""N 2°53'57.000""E";12208;LES COMBES;"";12400;SAINT AFFRIQUE;Pylône autostable;16.0;TOTEM
5150;2.755;43.82416666666667;"43°49'27.000""N 2°45'18.000""E";12025;LE CLAPAYROL;ROUTE DE CAMARES D91 AUTOCOMMUTATEUR;12370;BELMONT SUR RANCE;Pylône autostable;8.0;TOTEM
5152;2.641388888888889;43.96666666666667;"43°58'0.000""N 2°38'29.000""E";12149;LE BOUIS;D 60;12550;MONTCLAR;Pylône autostable;16.0;TOTEM
8756;3.5433333333333334;44.09027777777778;"44°5'25.000""N 3°32'36.000""E";30105;"L'ESPEROU";"";30750;DOURBIES;Pylône autostable;6.0;TOTEM
8774;3.756666666666667;44.13472222222222;"44°8'5.000""N 3°45'24.000""E";30310;CAPOU ET LA CARRIERE;"";30125;SAUMANE;Pylône autostable;18.0;TOTEM
8782;3.6508333333333334;44.077777777777776;"44°4'40.000""N 3°39'3.000""E";30339;LA BESSEDE;"";30570;VAL D AIGOUAL;Pylône autostable;6.0;ORANGE Services Fixes
8802;3.848888888888889;44.03638888888889;"44°2'11.000""N 3°50'56.000""E";30140;MONTREDON;"";30460;LASALLE;Pylône autostable;27.0;ORANGE Services Fixes
8804;3.862222222222222;44.039722222222224;"44°2'23.000""N 3°51'44.000""E";30140;"";RTE DE ST HYPOLITE DU FORT LA BARAQUE;30460;LASALLE;Pylône autostable;15.0;ORANGE Services Fixes
8820;3.993333333333333;43.901666666666664;"43°54'6.000""N 3°59'36.000""E";30210;"";RTE DE MONTPELLIER AUTOCOMMUTATEUR;30260;QUISSAC;Pylône autostable;16.0;TOTEM
8908;1.3994444444444445;43.71722222222222;"43°43'2.000""N 1°23'58.000""E";31091;ECH DE ST JORY;"";31150;BRUGUIERES;Pylône autostable;40.0;"Sociétés d'Autoroutes"
8914;1.325;43.845;"43°50'42.000""N 1°19'30.000""E";31202;GROS BOIS;P.S RD 47 A;31620;FRONTON;Mât métallique;25.0;"Sociétés d'Autoroutes"
8954;0.7091666666666666;43.29361111111111;"43°17'37.000""N 0°42'33.000""E";31350;"";LA PAQUÈRE DU VILLAGE;31350;MONDILHAN;Pylône autostable;21.0;TOTEM
9100;1.3108333333333333;43.59166666666667;"43°35'30.000""N 1°18'39.000""E";31557;ZI DE PAHIN;BD MARCEL PAUL;31170;TOURNEFEUILLE;Pylône autostable;46.0;ANFR
9720;2.8277777777777775;43.47805555555556;"43°28'41.000""N 2°49'40.000""E";34229;"";PUECH DES BOLES;34220;RIOLS;Pylône autostable;18.0;TOTEM
9722;2.779166666666667;43.574444444444445;"43°34'28.000""N 2°46'45.000""E";34107;"";LIGNIERES HAUTES;34330;FRAISSE SUR AGOUT;Pylône autostable;15.0;TOTEM
9740;3.1638888888888888;43.59583333333333;"43°35'45.000""N 3°9'50.000""E";34028;PIC DE TANTAJO;CHEM RURAL;34600;BEDARIEUX;Bâtiment;6.0;ORANGE Services Fixes
9750;3.0533333333333332;43.45027777777778;"43°27'1.000""N 3°3'12.000""E";34074;LA TUILERIE;"BD  DE L'ORB";34460;CESSENON SUR ORB;Pylône autostable;15.0;TOTEM
11850;0.7211111111111111;44.11833333333333;"44°7'6.000""N 0°43'16.000""E";47060;RD 129;PI RD 129 A62;47220;CAUDECOSTE;Pylône autostable;30.0;"Sociétés d'Autoroutes"
11854;0.6519444444444444;44.143055555555556;"44°8'35.000""N 0°39'7.000""E";47145;"";PS RN21 A62;47390;LAYRAC;Pylône autostable;25.0;"Sociétés d'Autoroutes"
11898;0.3236111111111111;44.13055555555555;"44°7'50.000""N 0°19'25.000""E";47195;GOUDOU;"";47600;NERAC;Pylône autostable;34.0;TOTEM
11984;3.7744444444444447;44.14666666666667;"44°8'48.000""N 3°46'28.000""E";48097;"";ST ROMAIN DE TOUSQUE;48110;MOISSAC VALLEE FRANCAISE;Pylône autostable;20.0;TOTEM
14780;-0.026388888888888892;43.57805555555556;"43°34'41.000""N 0°1'35.000""W";65130;BAYLEN;COTE DE MOULERE;65700;CASTELNAU RIVIERE BASSE;Pylône tubulaire;10.0;TOTEM
14788;0.31222222222222223;43.18972222222222;"43°11'23.000""N 0°18'44.000""E";65113;LAPOUTGE;"";65190;BURG;Pylône autostable;35.0;ORANGE Services Fixes
19230;1.9475;44.06472222222222;"44°3'53.000""N 1°56'51.000""E";81069;LA PEYRADE;"";81170;CORDES SUR CIEL;Bâtiment;9.0;ORANGE Services Fixes
19252;2.5580555555555557;43.56527777777778;"43°33'55.000""N 2°33'29.000""E";81014;"";ROUTE DE CASTRES AUTOCOMMUTATEUR;81260;ANGLES;Pylône autostable;8.0;TOTEM
19256;2.075833333333333;43.6775;"43°40'39.000""N 2°4'33.000""E";81216;LA BROQUE;"";81440;PUYCALVEL;Pylône autostable;37.0;TOTEM
19272;2.461388888888889;43.888888888888886;"43°53'20.000""N 2°27'41.000""E";81003;"";R DE LA HALLE AUTOCOMMUTATEUR;81250;ALBAN;Pylône autostable;30.0;TOTEM
19278;2.64;43.47527777777778;"43°28'31.000""N 2°38'24.000""E";81115;"";R LAFARGUE;81270;LABASTIDE ROUAIROUX;Pylône autostable;23.0;TOTEM
19328;1.3972222222222221;44.047777777777775;"44°2'52.000""N 1°23'50.000""E";82121;ECH A20;"";82000;MONTAUBAN;Pylône autostable;18.0;"Sociétés d'Autoroutes"
19346;0.9733333333333333;44.05222222222222;"44°3'8.000""N 0°58'24.000""E";82109;ACCÈS DE SERVICE NORD;"";82210;MERLES;Mât métallique;20.0;"Sociétés d'Autoroutes"
19378;1.7702777777777778;44.160555555555554;"44°9'38.000""N 1°46'13.000""E";82155;CLOS DE MÉRIGOT;"";82140;SAINT ANTONIN NOBLE VAL;Pylône autostable;14.0;TOTEM
22616;2.7691666666666666;43.48694444444445;"43°29'13.000""N 2°46'9.000""E";34284;"";AV DE LA GARE;34220;SAINT PONS DE THOMIERES;Pylône autostable;24.0;TOTEM
22618;3.3247222222222224;43.73416666666667;"43°44'3.000""N 3°19'29.000""E";34142;FANGOUZE;40B AV DE FUMEL AUTOCOMMUTATEUR;34700;LODEVE;Pylône autostable;26.0;TOTEM
22622;3.716666666666667;43.937222222222225;"43°56'14.000""N 3°43'0.000""E";34111;"";R DE TIRONDEL;34190;GANGES;Pylône autostable;14.0;TOTEM
22742;1.8591666666666666;43.795833333333334;"43°47'45.000""N 1°51'33.000""E";81202;AU ROUGE;"";81310;PARISOT;Pylône autostable;32.0;TOTEM
22754;2.4966666666666666;43.63166666666667;"43°37'54.000""N 2°29'48.000""E";81037;"";PL DU PETIT TRAIN;81260;BRASSAC;Pylône autostable;12.0;TOTEM
22889;1.5911111111111111;43.10638888888889;"43°6'23.000""N 1°35'28.000""E";09225;"LES VEYRIÉS D'EN HAUT";"";09100;PAMIERS;Pylône autostable;12.0;Titulaire programme Radio/TV
24997;2.3525;43.213055555555556;"43°12'47.000""N 2°21'9.000""E";11069;"";PL CARNOT 10 R SABATIER R DENISSE;11000;CARCASSONNE;Immeuble;17.3;"Copropriété, Syndic, SCI"
25099;3.0813888888888887;44.19027777777778;"44°11'25.000""N 3°4'53.000""E";12291;CABROLE;"";12520;VERRIERES;Pylône autostable;45.0;HIVORY
29129;1.3372222222222223;43.227777777777774;"43°13'40.000""N 1°20'14.000""E";31111;SOULEILLA DE MARGUET;"";31310;CASTAGNAC;Pylône autostable;40.0;HIVORY
29197;1.4427777777777777;43.61055555555556;"43°36'38.000""N 1°26'34.000""E";31555;"";"3 BLD D'ARCOLE";31500;TOULOUSE;Immeuble;25.0;"Copropriété, Syndic, SCI"
29199;1.4483333333333333;43.60666666666667;"43°36'24.000""N 1°26'54.000""E";31555;"";6 BD  DE STRASBOURG;31500;TOULOUSE;Immeuble;19.0;"Copropriété, Syndic, SCI"
29321;0.23972222222222223;43.42333333333333;"43°25'24.000""N 0°14'23.000""E";32181;DUFFARD;PRÈS RÉSERVOIR;32170;LAGUIAN MAZOUS;Pylône autostable;42.0;HIVORY
29987;3.4269444444444446;43.62416666666667;"43°37'27.000""N 3°25'37.000""E";34079;"";COLLINE LA RAMASSE;34800;CLERMONT L HERAULT;Pylône autostable;17.0;"Commune, communauté de commune"
30031;3.31;43.83305555555555;"43°49'59.000""N 3°18'36.000""E";34064;"";"TUNNEL DU PAS DE L'ESCALETTE ENTRÉE NORD OUEST";34520;CAYLAR;Intérieur sous-terrain;10.0;SFR
30037;3.770277777777778;43.649166666666666;"43°38'57.000""N 3°46'13.000""E";34116;LA SOUCARÈDE;"";34790;GRABELS;Pylône autostable;39.0;HIVORY
30081;3.8980555555555556;43.606944444444444;"43°36'25.000""N 3°53'53.000""E";34172;"";85 AV DE LA POMPIGNANE RÉSIDENCE ARTÉMIS;34080;MONTPELLIER;Immeuble;34.0;"Copropriété, Syndic, SCI"
30095;3.930833333333333;43.60611111111111;"43°36'22.000""N 3°55'51.000""E";34172;RASTOUBLE;ACCÈS A9 / ECH. N°29;34080;MONTPELLIER;Pylône tubulaire;9.0;HIVORY
30279;3.892777777777778;43.60527777777778;"43°36'19.000""N 3°53'34.000""E";34172;"";94 AV DU PONT JUVENAL;34080;MONTPELLIER;Immeuble;27.0;"Copropriété, Syndic, SCI"
30309;3.7469444444444444;43.44222222222222;"43°26'32.000""N 3°44'49.000""E";34108;"";14 AV DE MUSCAT CAVE COOPÉRATIVE DE FRONTIGNAN;34110;FRONTIGNAN;Bâtiment;18.0;"Coopérative Agricole, Vinicole"
36253;0.14611111111111114;43.263333333333335;"43°15'48.000""N 0°8'46.000""E";65276;HOURQUET;"";65350;LIZOS;Pylône autostable;33.0;HIVORY
40823;2.221388888888889;43.67;"43°40'12.000""N 2°13'17.000""E";81252;CIOTAT HAUT;"";81210;SAINT GERMIER;Pylône autostable;36.0;HIVORY
40939;1.1625;43.94694444444445;"43°56'49.000""N 1°9'45.000""E";82023;ST-MARTIN;VC N° 3;82700;BOURRET;Pylône autostable;58.3;HIVORY
45179;3.1905555555555556;43.52055555555555;"43°31'14.000""N 3°11'26.000""E";34130;"";CHEM DU TERRAS AUTOCOMMUTATEUR;34480;LAURENS;Bâtiment;7.0;TOTEM
46501;2.866111111111111;44.129444444444445;"44°7'46.000""N 2°51'58.000""E";12062;LA VERNHETTE;COL DE POULZINIÈRES;12620;CASTELNAU PEGAYROLS;Pylône autostable;25.0;ORANGE Services Fixes
48016;3.6927777777777777;43.39666666666667;"43°23'48.000""N 3°41'34.000""E";34301;MONT ST CLAIR;CITADELLE RICHELIEU;34200;SETE;Fût;4.0;Phares et balises
49782;2.8563888888888886;44.11805555555556;"44°7'5.000""N 2°51'23.000""E";12153;PLATEAU DE LEVEZOU;CANDADES;12490;MONTJAUX;Bâtiment;9.0;TDF
49913;3.415277777777778;43.38444444444445;"43°23'4.000""N 3°24'55.000""E";34289;MONTS RAMUS;"";34630;SAINT THIBERY;Pylône autostable;15.0;EDF ou GDF
50940;2.1194444444444445;43.28111111111111;"43°16'52.000""N 2°7'10.000""E";11434;LA LAUZETTE;STATION MARINE;11150;VILLEPINTE;Dalle en béton;3.0;"Ets public , Minist, Synd mixt"
50942;2.118888888888889;43.28111111111111;"43°16'52.000""N 2°7'8.000""E";11434;LA LAUZETTE;STATION MARINE;11150;VILLEPINTE;Dalle en béton;3.0;"Ets public , Minist, Synd mixt"
51202;2.881111111111111;43.61611111111111;"43°36'58.000""N 2°52'52.000""E";34046;COURNIL;"";34330;CAMBON ET SALVERGUES;Pylône haubané;15.0;Titulaire programme Radio/TV
59645;0.9247222222222222;43.35194444444444;"43°21'7.000""N 0°55'29.000""E";31456;EN GIMARRE;"RLP RADIO COTEAUX - L'ISLE EN";31230;RIOLAS;"Château d'eau - réservoir";45.0;"Syndicat des eaux, Adduction"
59733;0.6483333333333333;43.34388888888889;"43°20'38.000""N 0°38'54.000""E";32365;LE VILLAGE;D 228 RADIO COTEAUX;32140;SAINT BLANCARD;Bâtiment;15.0;Société Privée
62225;2.201111111111111;43.97;"43°58'12.000""N 2°12'4.000""E";81144;"";CHEMIN DE LA VERTIGNE D 903 ROUTE DE VALENCE;81380;LESCURE D ALBIGEOIS;Bâtiment;50.0;Titulaire programme Radio/TV
62279;1.3913888888888888;43.96194444444444;"43°57'43.000""N 1°23'29.000""E";82121;LE FAU;"";82000;MONTAUBAN;Monument religieux;14.0;"Commune, communauté de commune"
62281;1.3633333333333333;43.984722222222224;"43°59'5.000""N 1°21'48.000""E";82121;"";1574 RTE DE VIGNARNAUD STUDIOS;82000;MONTAUBAN;Mât béton;15.0;Titulaire programme Radio/TV
64121;1.4127777777777777;43.611111111111114;"43°36'40.000""N 1°24'46.000""E";31555;"";19 R EDMOND GUYAUX;31200;TOULOUSE;Immeuble;16.0;"Copropriété, Syndic, SCI"
64129;1.4269444444444446;43.6;"43°36'0.000""N 1°25'37.000""E";31555;"";28 B  R DES FONTAINES;31500;TOULOUSE;Immeuble;25.0;Société HLM
64811;0.9769444444444445;43.18194444444445;"43°10'55.000""N 0°58'37.000""E";31324;ECH DE BOUSSENS;"";31220;MARTRES TOLOSANE;Pylône autostable;40.0;"Sociétés d'Autoroutes"
64819;-0.13194444444444445;43.25361111111111;"43°15'13.000""N 0°7'55.000""W";64216;"";LA PYRÉNÉENNE PONT DE LA D817 A 64;64420;ESPOEY;Pylône autostable;20.0;"Sociétés d'Autoroutes"
65557;1.4508333333333334;43.611666666666665;"43°36'42.000""N 1°27'3.000""E";31555;"";18 BIS RUE AGATHOISE;31500;TOULOUSE;Immeuble;32.8;"Copropriété, Syndic, SCI"
65561;1.441111111111111;43.59972222222222;"43°35'59.000""N 1°26'28.000""E";31555;"";"23 R DE LA DESCENTE DE L'ANCIENNE HALLE AUX POISSONS";31500;TOULOUSE;Immeuble;16.0;"Copropriété, Syndic, SCI"
65767;1.4833333333333334;43.56;"43°33'36.000""N 1°29'0.000""E";31555;"L'ESPINET";"";31500;TOULOUSE;Dalle en béton;1.0;""
65774;1.4833333333333334;43.56;"43°33'36.000""N 1°29'0.000""E";31555;"L'ESPINET";"";31500;TOULOUSE;Dalle en béton;1.0;""
69887;2.977777777777778;43.15222222222222;"43°9'8.000""N 2°58'40.000""E";11262;"";R A. BECQUEREL  IMP A.BECQUEREL;11100;NARBONNE;Pylône autostable;17.0;TDF
72753;2.803611111111111;43.5525;"43°33'9.000""N 2°48'13.000""E";34219;SAUT DE VEZOLES;"";34390;PREMIAN;Pylône autostable;25.0;"Ets public , Minist, Synd mixt"
72937;2.2094444444444443;43.200833333333335;"43°12'3.000""N 2°12'34.000""E";11018;"";"PL DE L'EUROPE";11290;ARZENS;Immeuble;20.0;"Commune, communauté de commune"
72959;2.5994444444444444;43.07194444444445;"43°4'19.000""N 2°35'58.000""E";11185;MIRAILLES;"D42, INTERSECTION D41";11220;LAGRASSE;Pylône autostable;25.0;TOTEM
72967;2.2930555555555556;43.415;"43°24'54.000""N 2°17'35.000""E";11221;"";CLOT DE LA BAISSARO;11390;MARTYS;Pylône autostable;18.0;TOTEM
72969;2.1044444444444443;43.16722222222222;"43°10'2.000""N 2°6'16.000""E";11059;BAYRO;"TERRAIN NU À L'OUEST DE CAILHAVEL";11240;CAILHAVEL;Pylône autostable;20.0;TOTEM
72975;2.8866666666666667;43.14111111111111;"43°8'28.000""N 2°53'12.000""E";11040;LA BADE;DOMAINE DE ST-JULIEN;11200;BIZANET;Pylône autostable;24.0;TOTEM
73133;2.8277777777777775;43.52472222222222;"43°31'29.000""N 2°49'40.000""E";34219;RTE DE LA CAUNE;AUTOCOMMUTATEUR;34390;PREMIAN;Mât;6.0;Particulier
73153;2.6075;43.88194444444444;"43°52'55.000""N 2°36'27.000""E";12248;ST MARTIN;"";12380;SAINT SERNIN SUR RANCE;Pylône autostable;24.0;TOTEM
76515;1.4697222222222222;43.55222222222222;"43°33'8.000""N 1°28'11.000""E";31446;"";2 RUE DES CIGOGNES;31520;RAMONVILLE SAINT AGNE;Immeuble;18.0;"Copropriété, Syndic, SCI"
77265;3.9269444444444446;43.5275;"43°31'39.000""N 3°55'37.000""E";34192;"";24 BD DES GUILHEMS;34250;PALAVAS LES FLOTS;Immeuble;21.0;"Copropriété, Syndic, SCI"
77351;3.839444444444444;43.62555555555556;"43°37'32.000""N 3°50'22.000""E";34172;"";254 R MICHEL TEULE;34080;MONTPELLIER;Immeuble;13.8;"Copropriété, Syndic, SCI"
86541;1.6933333333333334;44.19611111111111;"44°11'46.000""N 1°41'36.000""E";82155;TRÈS CANTOUS;"";82140;SAINT ANTONIN NOBLE VAL;Pylône autostable;31.0;TDF
89028;3.3716666666666666;43.505;"43°30'18.000""N 3°22'18.000""E";34063;"";AV DE PEZENAS;34720;CAUX;Mât;7.0;TOTEM
89038;3.3158333333333334;43.62138888888889;"43°37'17.000""N 3°18'57.000""E";34292;"";RTE DU LAC AUTOCOMMUTATEUR;34800;SALASC;Bâtiment;7.0;ORANGE Services Fixes
92036;1.471111111111111;43.59305555555556;"43°35'35.000""N 1°28'16.000""E";31555;"";50 R DE LIMAYRAC;31500;TOULOUSE;Immeuble;18.5;Association
92086;1.4491666666666667;43.61277777777778;"43°36'46.000""N 1°26'57.000""E";31555;"";43 R AGATHOISE;31500;TOULOUSE;Immeuble;27.0;"Copropriété, Syndic, SCI"
92088;1.43;43.59888888888889;"43°35'56.000""N 1°25'48.000""E";31555;"";79 ALL CHARLES DE FITTE;31500;TOULOUSE;Immeuble;29.0;Société HLM
92130;1.4777777777777779;43.54666666666667;"43°32'48.000""N 1°28'40.000""E";31446;"";"26, PL MARNAC CTRE CIAL DE RAMONVILLE";31520;RAMONVILLE SAINT AGNE;Immeuble;33.0;"Copropriété, Syndic, SCI"
92138;1.4502777777777778;43.58277777777778;"43°34'58.000""N 1°27'1.000""E";31555;"";26/28 AV M.LANGER;31500;TOULOUSE;Immeuble;28.1;"Copropriété, Syndic, SCI"
92158;1.4111111111111112;43.57277777777778;"43°34'22.000""N 1°24'40.000""E";31555;"";1/3 CHEM DE PAPUS;31500;TOULOUSE;Immeuble;31.0;"Copropriété, Syndic, SCI"
92168;1.443888888888889;43.594722222222224;"43°35'41.000""N 1°26'38.000""E";31555;"";"17, PL DU SALIN";31500;TOULOUSE;Immeuble;26.0;"Copropriété, Syndic, SCI"
92184;1.4602777777777778;43.579166666666666;"43°34'45.000""N 1°27'37.000""E";31555;"";77 R LOUIS BONRN;31500;TOULOUSE;Immeuble;20.0;Société HLM
92206;1.4519444444444445;43.60944444444444;"43°36'34.000""N 1°27'7.000""E";31555;"";"8, R STALINGRAD";31500;TOULOUSE;Immeuble;22.3;EDF ou GDF
92260;1.6058333333333334;43.64388888888889;"43°38'38.000""N 1°36'21.000""E";31285;MARQUET;"D.112 - A CÔTÉ DU CHÂTEAU D'EAU";31590;LAVALETTE;Pylône autostable;40.0;TOTEM
92288;0.49166666666666664;43.16277777777778;"43°9'46.000""N 0°29'30.000""E";31289;LA LOSSE;"";31580;LECUSSAN;"Château d'eau - réservoir";28.0;"Syndicat des eaux, Adduction"
92308;1.4455555555555555;43.615;"43°36'54.000""N 1°26'44.000""E";31555;"";23 BD MATABIAU;31500;TOULOUSE;Immeuble;40.0;"Copropriété, Syndic, SCI"
92324;0.9658333333333334;43.16777777777778;"43°10'4.000""N 0°57'57.000""E";31084;ESTARAC;"CHÂTEAU D'EAU";31360;BOUSSENS;"Château d'eau - réservoir";29.0;Société Privée
92432;0.7755555555555556;43.05083333333334;"43°3'3.000""N 0°46'32.000""E";31550;ESCAZALASSES;TERRAIN DE SPORT - D.5;31160;SOUEICH;Pylône tubulaire;30.0;TOTEM
92464;0.4358333333333333;43.70361111111111;"43°42'13.000""N 0°26'9.000""E";32054;EN PALANQUE;"";32350;BIRAN;Pylône autostable;34.0;TOTEM
92476;1.103888888888889;43.60166666666667;"43°36'6.000""N 1°6'14.000""E";32160;EN MILLET;RÉSERVOIR;32600;ISLE JOURDAIN;"Château d'eau - réservoir";23.0;"Commune, communauté de commune"
92484;1.0286111111111111;43.56583333333333;"43°33'57.000""N 1°1'43.000""E";32121;"";AUTOCOMMUTATEUR FT;32600;ENDOUFIELLE;Pylône tubulaire;24.0;TOTEM
92975;3.3244444444444445;43.76583333333333;"43°45'57.000""N 3°19'28.000""E";34212;LA FARE;PRÈS DES RESERVOIRS;34700;POUJOLS;Pylône autostable;15.0;TOTEM
93139;3.8827777777777777;43.60444444444445;"43°36'16.000""N 3°52'58.000""E";34172;"";5 B  R FARGES LEFARGESE;34080;MONTPELLIER;Immeuble;23.0;"Copropriété, Syndic, SCI"
93143;3.5858333333333334;43.68694444444444;"43°41'13.000""N 3°35'9.000""E";34010;"";AV. DE ST GUILHEM CENTRAL TÉLÉPHONIQUE;34150;ANIANE;Pylône autostable;19.0;TOTEM
93145;4.017222222222222;43.771388888888886;"43°46'17.000""N 4°1'2.000""E";34110;"";AV DU MOULIN À VENT;34160;GALARGUES;"Château d'eau - réservoir";22.0;"Commune, communauté de commune"
93177;3.484166666666667;43.480555555555554;"43°28'50.000""N 3°29'3.000""E";34162;"";PL EMILE COMBE EGLISE;34530;MONTAGNAC;Monument religieux;41.0;"Commune, communauté de commune"
93223;3.140833333333333;43.31305555555556;"43°18'47.000""N 3°8'27.000""E";34081;"";R DES ECOLES;34440;COLOMBIERS;"Château d'eau - réservoir";34.0;"Commune, communauté de commune"
93243;3.5191666666666666;43.29222222222222;"43°17'32.000""N 3°31'9.000""E";34003;PORT AMBONNE;2 AV DE LA BUTTE;34300;AGDE;Immeuble;25.0;"Commune, communauté de commune"
97538;0.37138888888888894;44.03194444444444;"44°1'55.000""N 0°22'17.000""E";47174;"";"R DU CHÂTEAU D'EAU";47600;MONCRABEAU;"Château d'eau - réservoir";22.0;"Syndicat des eaux, Adduction"
97542;0.2175;44.18805555555556;"44°11'17.000""N 0°13'3.000""E";47207;BURENQUE;"";47230;POMPIEY;Pylône autostable;36.0;TOTEM
100304;2.7644444444444445;43.20027777777778;"43°12'1.000""N 2°45'52.000""E";11203;"";AV CLÉMENCEAU HOTEL DES POSTES;11200;LEZIGNAN CORBIERES;Pylône autostable;28.0;TOTEM
101377;0.5047222222222223;43.291666666666664;"43°17'30.000""N 0°30'17.000""E";65129;"";R DU STADE AUTOCOMMUTATEUR FT-;65230;CASTELNAU MAGNOAC;Pylône autostable;30.0;TOTEM
101407;0.32749999999999996;43.096944444444446;"43°5'49.000""N 0°19'39.000""E";65127;LE BUELA;STADE DE RUGBY;65130;CAPVERN;Pylône autostable;30.0;TOTEM
102697;2.4966666666666666;43.397777777777776;"43°23'52.000""N 2°29'48.000""E";11075;LA DEVESE;LA DEVESE;11160;CASTANS;Mât;7.0;ORANGE Services Fixes
102701;2.4830555555555556;43.40694444444444;"43°24'25.000""N 2°28'59.000""E";11075;CAYAC EST;LAVIALE;11160;CASTANS;Bâtiment;5.0;TOTEM
105570;1.9652777777777777;44.0475;"44°2'51.000""N 1°57'55.000""E";81290;SARMAZES;PLAINE DE SARMAZES;81170;SOUEL;Bâtiment;11.0;"Coopérative Agricole, Vinicole"
105578;2.203888888888889;43.711666666666666;"43°42'42.000""N 2°12'14.000""E";81311;LE BOUSQUET;"";81440;VENES;Pylône autostable;25.0;TOTEM
105610;2.2805555555555554;43.91888888888889;"43°55'8.000""N 2°16'50.000""E";81026;FERRAYNIE;"";81430;BELLEGARDE MARSAL;Pylône autostable;30.0;TOTEM
105612;2.336388888888889;43.89527777777778;"43°53'43.000""N 2°20'11.000""E";81317;"";PL DU BARRY;81430;VILLEFRANCHE D ALBIGEOIS;Pylône autostable;30.0;TOTEM
105634;2.777222222222222;43.65888888888889;"43°39'32.000""N 2°46'38.000""E";81193;ROUAYRAS;"";81320;NAGES;Pylône autostable;32.0;TOTEM
105650;2.313888888888889;43.55888888888889;"43°33'32.000""N 2°18'50.000""E";81307;LES MANNETES;"";81090;VALDURENQUE;Pylône autostable;24.0;TOTEM
110778;1.8708333333333333;43.32083333333333;"43°19'15.000""N 1°52'15.000""E";11225;BORDENEUVE;A A9;11400;MAS SAINTES PUELLES;Pylône autostable;40.0;"Sociétés d'Autoroutes"
110780;2.8466666666666667;43.16138888888889;"43°9'41.000""N 2°50'48.000""E";11040;AIRE DE REPOS SUD;A61 AUTOROUTE DES DEUX MERS;11200;BIZANET;Pylône autostable;40.0;"Sociétés d'Autoroutes"
110788;1.62;43.43611111111111;"43°26'10.000""N 1°37'12.000""E";31374;"";AIRE DE REPOS DE BAZIÈGE AUTOROUTE DES DEUX MERS A61;31450;MONTESQUIEU LAURAGAIS;Pylône autostable;41.0;"Sociétés d'Autoroutes"
110798;2.680833333333333;43.17194444444444;"43°10'19.000""N 2°40'51.000""E";11148;ACCÈS DE SERVICE;A61 AUTOROUTE DES DEUX MERS;11700;FONTCOUVERTE;Pylône autostable;25.0;"Sociétés d'Autoroutes"
110802;2.539722222222222;43.176944444444445;"43°10'37.000""N 2°32'23.000""E";11068;A.S. DES CORBIÈRES;A61 AUTOROUTE DES DEUX MERS;11700;CAPENDU;Pylône autostable;40.0;"Sociétés d'Autoroutes"
113776;3.3669444444444445;44.080555555555556;"44°4'50.000""N 3°22'1.000""E";30332;"L'UBAC DE MAMOREL";RTE DE LANUEJOLS;30750;TREVES;Pylône autostable;22.0;ORANGE Services Fixes
113951;2.463888888888889;43.42527777777778;"43°25'31.000""N 2°27'50.000""E";11297;PIC DE NORE;"";11380;PRADELLES CABARDES;Pylône autostable;30.0;TOTEM
115073;1.085;44.11194444444445;"44°6'43.000""N 1°5'6.000""E";82112;CROIX DE LA FEMME;COTE DE LANDEROZE;82200;MOISSAC;Pylône haubané;18.0;Titulaire programme Radio/TV
